filename,filetype,order,saturation,sat.granularity,timeAvg,timeSd,solvedCount,profile.x,span.x,statespace.states,Unnamed..0,Unnamed..0.1,type,status,status.spec,regroup.strategy,regroup.time,bandwidth,profile.y,span.y,average.wavefront,RMS.wavefront,state.vector.length,groups,group.checks,next.state.calls,reachability.time,statespace.nodes,group.next,group.explored.nodes,group.explored.vectors,time,memory,peak.nodes,LDDop.union,LDDop.minus,LDDop.relProd,LDDop.satCount,LDDop.satCountL,LDDop.zip,LDDop.relProdUnion,LDDop.projectMinus,Unnamed..36,timeBest,memBest,timeMark,memMark,Places,Transitions,Arcs,Ordinary,Simple_free_choice,Extended_free_choice,State_machine,Marked_graph,Connected,Strongly_connected,Source_place,Sink_place,Source_transitions,Sink_transitions,Loop_free,Conservative,Subconservative,Nested_units,Safe,Deadlock,Quasi_live,Live,MarkingGraphFixedSize,Markings,Firings,Max_tokens_place,Min_tokens_marking,Max_tokens_marking,Dead_transitions,Concurrent_Units,Exclusives
angiogenesis-01,pnml,bfs,none,5,0.14400000000000002,0.0320416395751944,10,13805,15443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14400000000000002,,1,,39,64,185,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,110.0,-1.0,1,8,39.0,0.10937000000000001,0.13719,0.67765
angiogenesis-05,pnml,bfs,none,5,25.404,2.06973535613721,10,13805,15443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.404,,1,,39,64,185,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,40,2147483647.0,0.10937000000000001,0.13719,0.67765
BridgeAndVehicles-V04-P05-N02-unfolded,pnml,bfs,none,5,1.112,0.035213633723318,10,35432,39034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.112,,1,,28,52,326,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,17,17.0,0.35575999999999997,0.18735,0.5599
BridgeAndVehicles-V10-P10-N10-unfolded,pnml,bfs,none,5,136.145,6.745986872866629,10,1351610,1392323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.145,,1,,48,288,2090,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,34,34.0,0.47395,0.06652999999999999,0.8276100000000001
circadian_clock-000001,pnml,bfs,none,5,0.018000000000000002,0.00788810637746615,10,1009,1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018000000000000002,,1,,14,16,58,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,-1,1,-1,128.0,-1.0,1,7,7.0,0.0,0.35,0.17647000000000002
circadian_clock-000010,pnml,bfs,none,5,0.478,0.0674619234169254,10,1009,1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.478,,1,,14,16,58,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,-1,-1,1,-1,-1.0,-1.0,-1,52,52.0,0.0,0.35,0.17647000000000002
circadian_clock-000100,pnml,bfs,none,5,177.329,22.8432652122142,10,1009,1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.329,,1,,14,16,58,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,-1,-1,1,-1,-1.0,-1.0,-1,502,502.0,0.0,0.35,0.17647000000000002
CircularTrain-012,pnml,bfs,none,5,0.075,0.0177951304200522,10,1562,1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,1,,24,12,48,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,-1,-1,1,-1,1036.0,2147483647.0,-1,-1,12.0,0.0,0.38769000000000003,0.14814000000000002
CircularTrain-024,pnml,bfs,none,5,1.173,0.0535516365555505,10,3308,3685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.173,,1,,48,24,96,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,-1,-1,1,-1,2.0,2147483647206860.0,-1,-1,24.0,0.0,0.44081000000000004,0.07843
closed_system1,pnml,bfs,none,5,9.299,0.417198327470814,10,73916,81489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.299,,1,,231,202,846,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,25632.0,-1.0,1,36,231.0,0.099,0.17154,0.64835
closed_system2,pnml,bfs,none,5,46.555,2.25280689116686,10,73916,81489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.555,,1,,231,202,846,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1,1,-1,349874.0,-1.0,1,36,231.0,0.0,0.32256999999999997,0.34628000000000003
closed_system3,pnml,bfs,none,5,99.869,11.128012151522999,10,73916,81489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.869,,1,,231,202,846,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1,1,-1,1465210.0,-1.0,1,36,231.0,0.0,0.34155,0.30832
closed_system4,pnml,bfs,none,5,103.84100000000001,15.128341651057198,10,73916,81489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.84100000000001,,1,,231,202,846,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1,1,-1,2409740.0,-1.0,1,36,231.0,0.0,0.34155,0.30832
closed_system5,pnml,bfs,none,5,67.39,4.32339372869663,10,73916,81489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.39,,1,,231,202,846,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1,1,-1,1657240.0,-1.0,1,36,231.0,0.0,0.34155,0.30832
cs_repetitions-2-unfolded,pnml,bfs,none,5,0.41200000000000003,0.0526624470883507,10,3536,4492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41200000000000003,,1,,23,28,92,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-1,-1,1,-1,-1.0,-1.0,-1,8,8.0,0.0,0.365,0.19063
cs_repetitions-3-unfolded,pnml,bfs,none,5,15.439,0.9809117074323142,10,36009,41484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.439,,1,,58,81,279,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-1,-1,1,-1,-1.0,-1.0,-1,15,15.0,0.0,0.41355,0.13962
database2UNFOLD,pnml,bfs,none,5,0.08900000000000001,0.0237814119756493,10,2266,2914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08900000000000001,,1,,38,32,88,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,-1,1,-1,153.0,-1.0,1,6,38.0,0.0,0.20576,0.53915
dekker-10,pnml,bfs,none,5,2.05,0.11585431464655198,10,176152,194690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,,1,,50,120,820,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,-1,1,-1,6144.0,-1.0,1,20,20.0,0.0,0.41855,0.12452
dekker-15,pnml,bfs,none,5,88.12200000000001,4.520075712246911,10,858894,918960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.12200000000001,,1,,75,255,1830,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,-1,1,-1,278528.0,-1.0,1,30,30.0,0.0,0.43831000000000003,0.09742999999999999
desel_esparza_10_3a,pnml,bfs,none,5,0.006,0.00516397779494322,10,558,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,1,,9,9,27,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,-1,1,-1,14.0,-1.0,1,3,9.0,0.0,0.1909,0.44443999999999995
desel_esparza_10_3b,pnml,bfs,none,5,0.006,0.00699205898780101,10,592,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,1,,11,9,31,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,-1,0,0,10.0,-1.0,1,4,11.0,0.11110999999999999,0.22435,0.40259
desel_esparza_8_1,pnml,bfs,none,5,0.005,0.0052704627669473,10,428,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,1,,8,7,20,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,-1,1,-1,9.0,-1.0,1,2,2.0,0.0,0.1,0.61363
desel_esparza_8_3,pnml,bfs,none,5,0.01,0.00816496580927726,10,989,1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,1,,14,8,40,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1,1,-1,21.0,-1.0,1,5,14.0,0.0,0.30416,0.2689
desel_esparza_9_5,pnml,bfs,none,5,0.047,0.0125166555703457,10,539,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,,1,,16,9,40,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,-1,1,-1,256.0,-1.0,1,8,8.0,0.0,0.36601,0.15789
dnawalk-01,pnml,bfs,none,5,0.18,0.0343187671366233,10,21419,23336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,1,,13,82,241,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,13,13.0,0.0,0.36666,0.13460999999999998
dnawalk-02,pnml,bfs,none,5,0.253,0.0454728246074266,10,26809,28367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.253,,1,,14,84,244,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,13,13.0,0.0,0.37083,0.13445
dnawalk-03,pnml,bfs,none,5,0.254,0.0579655069847578,10,20846,22802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.254,,1,,14,84,244,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,13,13.0,0.0,0.37083,0.13445
dnawalk-04,pnml,bfs,none,5,10.139,0.37945721468668603,10,110419,119561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.139,,1,,34,250,728,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,29,29.0,0.0,0.44047,0.06359
dnawalk-05,pnml,bfs,none,5,16.094,0.7263944444231999,10,129945,138027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.094,,1,,34,250,728,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,29,29.0,0.0,0.44047,0.06359
dnawalk-06,pnml,bfs,none,5,16.680999999999997,1.0738140745337,10,120374,128204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.680999999999997,,1,,34,250,728,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,29,29.0,0.0,0.44047,0.06359
dnawalk-07,pnml,bfs,none,5,14.354000000000001,0.8029279751841591,10,127513,135138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.354000000000001,,1,,34,250,728,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,29,29.0,0.0,0.44047,0.06359
dnawalk-08,pnml,bfs,none,5,10.964,0.7459103312209999,10,205704,220717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.964,,1,,27,260,760,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,22,22.0,0.0,0.42486999999999997,0.08148
dnawalk-09,pnml,bfs,none,5,8.535,0.481138695642373,10,195145,208669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.535,,1,,27,260,760,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,22,22.0,0.0,0.42486999999999997,0.08148
dnawalk-10,pnml,bfs,none,5,10.937000000000001,0.852826021074769,10,209109,224590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.937000000000001,,1,,27,260,760,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,22,22.0,0.0,0.42486999999999997,0.08148
dnawalk-11,pnml,bfs,none,5,7.742000000000001,0.9633944617283661,10,204980,222289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.742000000000001,,1,,27,260,760,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,22,22.0,0.0,0.42486999999999997,0.08148
dnawalk-12,pnml,bfs,none,5,52.582,3.4448892902707704,10,234744,252018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.582,,1,,33,312,916,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,28,28.0,0.0,0.43865,0.06565
dnawalk-13,pnml,bfs,none,5,67.434,5.03568201273008,10,264142,281046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.434,,1,,33,312,916,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,28,28.0,0.0,0.43865,0.06565
dnawalk-14,pnml,bfs,none,5,79.433,4.54643951045455,10,245188,261235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.433,,1,,33,312,916,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,28,28.0,0.0,0.43865,0.06565
dnawalk-15,pnml,bfs,none,5,37.89,2.08740136160836,10,236032,252973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.89,,1,,33,312,916,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,28,28.0,0.0,0.43865,0.06565
erk-000010,pnml,bfs,none,5,0.525,0.0566176258382101,10,526,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.525,,1,,11,11,34,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-1,-1,1,-1,-1.0,-1.0,-1,50,2147483647.0,0.0,0.22435,0.40259
fivediningphilosophers-2at1ce-boxed,pnml,bfs,none,5,0.009000000000000001,0.00737864787372622,10,737,969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009000000000000001,,1,,15,10,40,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,-1,1,-1,11.0,-1.0,1,10,15.0,0.0,0.3125,0.25925
fivediningphilosophers-3_32,pnml,bfs,none,5,0.011000000000000001,0.00737864787372622,10,760,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011000000000000001,,1,,15,10,40,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,-1,1,-1,11.0,-1.0,1,8,15.0,0.0,0.3125,0.25925
fivediningphilosophers-boxed,pnml,bfs,none,5,0.044000000000000004,0.0157762127549323,10,2399,3075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044000000000000004,,1,,25,25,80,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,243.0,-1.0,1,10,25.0,0.02,0.32763000000000003,0.27142
fivediningphilosophers-lr-boxed,pnml,bfs,none,5,0.019,0.0110050493461461,10,1014,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,,1,,20,15,50,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,82.0,-1.0,1,10,20.0,0.0,0.32466999999999996,0.26086
FMS-10,pnml,bfs,none,5,4.508,0.27547131328769,10,755,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.508,,1,,22,20,50,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1.0,-1.0,-1,36,2147483647.0,0.0,0.25543000000000005,0.40726999999999997
FMS-2,pnml,bfs,none,5,0.111,0.0310733898304571,10,755,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,1,,22,20,50,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1.0,-1.0,-1,12,2147483647.0,0.0,0.25543000000000005,0.40726999999999997
FMS-20,pnml,bfs,none,5,54.92100000000001,4.66194391977329,10,755,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.92100000000001,,1,,22,20,50,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1.0,-1.0,-1,66,2147483647.0,0.0,0.25543000000000005,0.40726999999999997
FMS-5,pnml,bfs,none,5,0.743,0.0545791983166562,10,755,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.743,,1,,22,20,50,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1.0,-1.0,-1,21,2147483647.0,0.0,0.25543000000000005,0.40726999999999997
G-PPP-1-1,pnml,bfs,none,5,0.8290000000000001,0.0634997812769636,10,3079,3631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8290000000000001,,1,,33,22,83,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,22,2147483647.0,0.43181,0.06302,0.81818
G-PPP-1-10,pnml,bfs,none,5,3.157,0.33079197894346396,10,3079,3631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.157,,1,,33,22,83,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,103,2147483647.0,0.43181,0.06302,0.81818
G-PPP-1-100,pnml,bfs,none,5,69.283,3.38239248001897,10,3079,3631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.283,,1,,33,22,83,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,913,2147483647.0,0.43181,0.06302,0.81818
G-PPP-10-10,pnml,bfs,none,5,1613.00875,102.10124477169,8,3079,3631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613.00875,,1,,33,22,83,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,211,2147483647.0,0.43181,0.06302,0.81818
G-PPP-100-10,pnml,bfs,none,5,915.535,47.9934278486822,10,3079,3631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915.535,,1,,33,22,83,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,1291,2147483647.0,0.43181,0.06302,0.81818
G-PPP-1000-10,pnml,bfs,none,5,886.74,58.114990034126905,10,3079,3631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886.74,,1,,33,22,83,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1.0,-1.0,-1,12091,2147483647.0,0.43181,0.06302,0.81818
HouseConstruction-002,pnml,bfs,none,5,0.179,0.0276686746259295,10,1034,1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179,,1,,26,18,51,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,-1,-1,1,-1,-1.0,-1.0,-1,2,2147483647.0,0.0,0.16666,0.5968100000000001
HouseConstruction-005,pnml,bfs,none,5,3.1519999999999997,0.18474005761850604,10,1034,1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1519999999999997,,1,,26,18,51,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,-1,-1,1,-1,-1.0,-1.0,-1,5,2147483647.0,0.0,0.16666,0.5968100000000001
HouseConstruction-010,pnml,bfs,none,5,84.11399999999999,6.38666353514189,10,1034,1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.11399999999999,,1,,26,18,51,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,-1,-1,1,-1,-1.0,-1.0,-1,10,2147483647.0,0.0,0.16666,0.5968100000000001
IBM319,pnml,bfs,none,5,2.225,0.10834615308763301,10,19502,21949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.225,,1,,253,178,526,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,2482.0,-1.0,1,5,253.0,0.02247,0.02164,0.94889
IBM5964,pnml,bfs,none,5,1.527,0.0620125435339944,10,21268,24006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.527,,1,,263,139,541,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,-1,-1,-1,-1,12815.0,2147483647.0,-1,-1,9.0,0.41007,0.01212,0.9682299999999999
IBM703,pnml,bfs,none,5,5.745,0.552856220006612,10,19691,22410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.745,,1,,262,284,572,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,8370.0,-1.0,1,0,262.0,0.0,0.03427,0.92389
IOTP_c1m1p1d1,pnml,bfs,none,5,0.47600000000000003,0.0648416875508684,10,10421,11521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47600000000000003,,1,,111,45,224,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1,1,-1,204.0,-1.0,1,17,111.0,0.0,0.15384,0.67472
IOTP_c3m3p3d3,pnml,bfs,none,5,15.056,0.7933501398780021,10,10421,11521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.056,,1,,111,45,224,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1.0,-1.0,-1,25,2147483647.0,0.0,0.15384,0.67472
IOTP_c5m4p3d2,pnml,bfs,none,5,69.971,5.740457685972821,10,10421,11521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.971,,1,,111,45,224,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1.0,-1.0,-1,27,2147483647.0,0.0,0.15384,0.67472
Kanban-10,pnml,bfs,none,5,5.787999999999999,0.284401906541508,10,746,941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.787999999999999,,1,,16,16,40,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,-1,-1,1,-1,-1.0,-1.0,-1,40,40.0,0.0,0.29411,0.30263
Kanban-20,pnml,bfs,none,5,89.689,6.33154790623027,10,746,941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.689,,1,,16,16,40,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,-1,-1,1,-1,-1.0,-1.0,-1,80,80.0,0.0,0.29411,0.30263
